setup,algorithm,trial,trial_seed,exact_trace,estimate,squared_error,relative_error,b_final,r_pilot_actual,q_0,q_adapt_raw,q_target,r_actual,ell_eff,guard_applied,guard_relaxed_for_pilot_floor,max_adjacent_log_gap,gap_location,stop_reason,query_count
Power-Law (c=2.0),Hutch++ (Standard),25,1025,1.6429360655148941,1.642834848133292,1.0244958338401544e-08,6.160762048306468e-05,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),26,1026,1.6429360655148941,1.64311607005001,3.2401632662293946e-08,0.0001095627145171314,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),27,1027,1.6429360655148941,1.6436053350942004,4.479217697847541e-07,0.0004073619134390928,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),28,1028,1.6429360655148941,1.642505750252644,1.8517122492548935e-07,0.00026191844666540674,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),29,1029,1.6429360655148941,1.6423334839728483,3.6310451481434677e-07,0.0003667711450822618,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),30,1030,1.6429360655148941,1.642946189999652,1.0250519161296423e-10,6.162433810062919e-06,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),31,1031,1.6429360655148941,1.6421740392823378,5.806839791039158e-07,0.0004638197727538842,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),32,1032,1.6429360655148941,1.6431991752872945,6.922675233259293e-08,0.00016014608110629473,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),33,1033,1.6429360655148941,1.6432265157878174,8.436136104121523e-08,0.0001767873254594761,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),34,1034,1.6429360655148941,1.6431079041553547,2.952851835533127e-08,0.00010459240871719447,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),35,1035,1.6429360655148941,1.6431858460684778,6.239032494858545e-08,0.00015203303331552998,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),36,1036,1.6429360655148941,1.64324620861525,9.618874269832005e-08,0.00018877368807326123,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),37,1037,1.6429360655148941,1.6437682548942572,6.925391631246154e-07,0.000506525723569296,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),38,1038,1.6429360655148941,1.643363501895877,1.8270185978772432e-07,0.0002601661683340682,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),39,1039,1.6429360655148941,1.6430839957528838,2.1883355311673402e-08,9.004016717064713e-05,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),40,1040,1.6429360655148941,1.6429524010106713,2.668484222861194e-10,9.942867601519235e-06,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),41,1041,1.6429360655148941,1.6428381808417267,9.581409241089351e-09,5.957911279811506e-05,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),42,1042,1.6429360655148941,1.642461772057855,2.2495428339019431e-07,0.00028868649669003146,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),43,1043,1.6429360655148941,1.642258552586331,4.590237683703075e-07,0.00041237936325348474,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),44,1044,1.6429360655148941,1.6426451854824828,8.461119325559268e-08,0.00017704890562502066,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),45,1045,1.6429360655148941,1.64316405013575,5.197698734682517e-08,0.00013876658114781023,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),46,1046,1.6429360655148941,1.6429005936993466,1.2582496982378166e-09,2.1590502693366048e-05,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),47,1047,1.6429360655148941,1.6434962402357092,3.1379571784021157e-07,0.00034095953736305927,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),48,1048,1.6429360655148941,1.6435956578926874,4.350621048429241e-07,0.0004014717259168039,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Hutch++ (Standard),49,1049,1.6429360655148941,1.642611670868425,1.0523188665778032e-07,0.00019744812551021924,0,0,53,53,53,53,54,False,False,,0,not_applicable,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),0,1000,1.6429360655148941,1.6426458607727301,8.42187923744813e-08,0.00017663787913321097,24,24,53,62,62,62,36,False,False,1.38642322316468,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),1,1001,1.6429360655148941,1.642550954280947,1.483106625121979e-07,0.00023440427295405957,24,24,53,62,62,62,36,False,False,1.3863657648384204,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),2,1002,1.6429360655148941,1.6423554704711383,3.3709060483385664e-07,0.0003533887020575518,24,24,53,62,62,62,36,False,False,1.3864659084925037,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),3,1003,1.6429360655148941,1.64276353165703,2.9767932109503566e-08,0.00010501556419977118,24,24,53,62,62,62,36,False,False,1.3863384451444303,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),4,1004,1.6429360655148941,1.6425716305508022,1.3281284305265458e-07,0.00022181932196958193,24,24,53,62,62,62,36,False,False,1.3863129500694147,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),5,1005,1.6429360655148941,1.6424863612523828,2.022339237208693e-07,0.0002737198798849208,24,24,53,62,62,62,36,False,False,1.386323045394348,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),6,1006,1.6429360655148941,1.642786925642859,2.224270143062217e-08,9.077643078477302e-05,24,24,53,62,62,62,36,False,False,1.3863564052174604,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),7,1007,1.6429360655148941,1.642621074629876,9.921925764453935e-08,0.00019172437176943164,24,24,53,62,62,62,36,False,False,1.3863907004814047,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),8,1008,1.6429360655148941,1.6428340427057098,1.0408653593869468e-08,6.209785719956896e-05,24,24,53,62,62,62,36,False,False,1.386447105820855,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),9,1009,1.6429360655148941,1.6424685884394028,2.1853481610992602e-07,0.0002845375941910573,24,24,53,61,61,61,38,False,False,1.3863248543032642,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),10,1010,1.6429360655148941,1.6422791664235223,4.3151641624508015e-07,0.0003998324129344109,24,24,53,62,62,62,36,False,False,1.3864157506337695,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),11,1011,1.6429360655148941,1.6429823172320837,2.1392213429800006e-09,2.815186674658086e-05,24,24,53,62,62,62,36,False,False,1.3863924222644164,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),12,1012,1.6429360655148941,1.6420630927295559,7.620814839412507e-07,0.0005313492129498525,24,24,53,62,62,62,36,False,False,1.3864828994018628,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),13,1013,1.6429360655148941,1.6428616221978052,5.541807459205331e-09,4.5311146703457e-05,24,24,53,62,62,62,36,False,False,1.386361734980455,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),14,1014,1.6429360655148941,1.642921572020421,2.100613820395307e-10,8.821703276980625e-06,24,24,53,62,62,62,36,False,False,1.3864231221386647,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),15,1015,1.6429360655148941,1.6428419419044586,8.859254041410273e-09,5.728988024009518e-05,24,24,53,62,62,62,36,False,False,1.3863483170526198,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),16,1016,1.6429360655148941,1.6434522018244622,2.663966900545138e-07,0.00031415483560297996,24,24,53,62,62,62,36,False,False,1.3863531839585126,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),17,1017,1.6429360655148941,1.6431233926839697,3.509146827385829e-08,0.00011401975585509967,24,24,53,61,61,61,38,False,False,1.3863778507320885,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),18,1018,1.6429360655148941,1.6429106004179135,6.484711642338093e-10,1.549974920823672e-05,24,24,53,62,62,62,36,False,False,1.3863537183559826,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),19,1019,1.6429360655148941,1.6434159421137824,2.3028155016056638e-07,0.00029208476760650436,24,24,53,62,62,62,36,False,False,1.3863577815170482,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),20,1020,1.6429360655148941,1.642762147798538,3.0247372062562594e-08,0.00010585787238270553,24,24,53,61,61,61,38,False,False,1.3865108538326414,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),21,1021,1.6429360655148941,1.6429925119232045,3.1861970111413783e-09,3.435703281167125e-05,24,24,53,62,62,62,36,False,False,1.38635176160346,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),22,1022,1.6429360655148941,1.6432239286271346,8.286517138878325e-08,0.00017521260764963368,24,24,53,62,62,62,36,False,False,1.386377484898677,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),23,1023,1.6429360655148941,1.6430242515768199,7.776781517969113e-09,5.367589389310473e-05,24,24,53,62,62,62,36,False,False,1.386430359967091,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),24,1024,1.6429360655148941,1.6429592975035883,5.397252986846026e-10,1.4140531200073285e-05,24,24,53,62,62,62,36,False,False,1.3863300577630187,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),25,1025,1.6429360655148941,1.6431023430169123,2.7648207677393126e-08,0.00010120753053529844,24,24,53,62,62,62,36,False,False,1.386351721034305,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),26,1026,1.6429360655148941,1.6433261117968436,1.5213610206262615e-07,0.00023740807091434597,24,24,53,62,62,62,36,False,False,1.3864191975231086,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),27,1027,1.6429360655148941,1.6427296327439127,4.261448893506904e-08,0.00012564869401459526,24,24,53,62,62,62,36,False,False,1.3863189274430552,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),28,1028,1.6429360655148941,1.6430925091105153,2.447459861088004e-08,9.52219620135616e-05,24,24,53,62,62,62,36,False,False,1.386409721256634,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),29,1029,1.6429360655148941,1.6431869328487518,6.293441919687433e-08,0.00015269451996544108,24,24,53,62,62,62,36,False,False,1.3863686759390228,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),30,1030,1.6429360655148941,1.642225523356669,5.048701586153129e-07,0.0004324831459601006,24,24,53,62,62,62,36,False,False,1.3864031330047197,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),31,1031,1.6429360655148941,1.6424551305421071,2.3129844804963824e-07,0.00029272896424991534,24,24,53,62,62,62,36,False,False,1.3864840921989119,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),32,1032,1.6429360655148941,1.6431956419384641,6.737991967338997e-08,0.00015799545035165142,24,24,53,62,62,62,36,False,False,1.386393177351135,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),33,1033,1.6429360655148941,1.6426418967903678,8.653523848946953e-08,0.00017905062205459272,24,24,53,61,61,61,38,False,False,1.3863612554379372,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),34,1034,1.6429360655148941,1.6428477971832727,7.791298367235149e-09,5.372596869360938e-05,24,24,53,62,62,62,36,False,False,1.3864029202229777,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),35,1035,1.6429360655148941,1.6434773255224333,2.929623957613125e-07,0.0003294467867010693,24,24,53,61,61,61,38,False,False,1.3863395225478299,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),36,1036,1.6429360655148941,1.6433693833181693,1.8776431863520788e-07,0.00026374599253766823,24,24,53,62,62,62,36,False,False,1.386324156276023,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),37,1037,1.6429360655148941,1.6429203524580922,2.4690015406051547e-10,9.564009903818354e-06,24,24,53,62,62,62,36,False,False,1.3863359703441578,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),38,1038,1.6429360655148941,1.643032197885733,9.241432723094455e-09,5.851254522719536e-05,24,24,53,62,62,62,36,False,False,1.3863293001198629,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),39,1039,1.6429360655148941,1.6430342061065641,9.631575733340636e-09,5.973488179484206e-05,24,24,53,62,62,62,36,False,False,1.3863451561313385,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),40,1040,1.6429360655148941,1.6430865839216457,2.2655790771046353e-08,9.161549856442435e-05,24,24,53,62,62,62,36,False,False,1.3863218548681258,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),41,1041,1.6429360655148941,1.642738925345932,3.886424621845172e-08,0.00011999259928622613,24,24,53,62,62,62,36,False,False,1.3864365397484413,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),42,1042,1.6429360655148941,1.6425964346191257,1.1534914536043463e-07,0.00020672191870226166,24,24,53,62,62,62,36,False,False,1.3863656254527883,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),43,1043,1.6429360655148941,1.6423088692486387,3.9337515640471853e-07,0.0003817533009471313,24,24,53,62,62,62,36,False,False,1.3863296265838276,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),44,1044,1.6429360655148941,1.6428807510192185,3.0596934318504154e-09,3.3668075609688856e-05,24,24,53,62,62,62,36,False,False,1.3863476872170089,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),45,1045,1.6429360655148941,1.6433079592547197,1.3830495372147234e-07,0.0002263592282326888,24,24,53,62,62,62,36,False,False,1.3863441874558977,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),46,1046,1.6429360655148941,1.6431222879353524,3.467878988134525e-08,0.00011334733247816986,24,24,53,62,62,62,36,False,False,1.386385828387511,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),47,1047,1.6429360655148941,1.6431881835739284,6.356351569119522e-08,0.00015345579437093423,24,24,53,62,62,62,36,False,False,1.3863621538278832,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),48,1048,1.6429360655148941,1.6426143256218757,1.0351655875950727e-07,0.00019583226625291208,24,24,53,62,62,62,36,False,False,1.3864166491390002,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Safe (Ours),49,1049,1.6429360655148941,1.642882715837553,2.846188072406251e-09,3.247215668398134e-05,24,24,53,62,62,62,36,False,False,1.3863376520948845,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),0,1000,1.6429360655148941,1.6429759162913573,1.588084384718299e-09,2.4255829121804742e-05,24,24,53,62,57,57,46,True,False,1.38642322316468,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),1,1001,1.6429360655148941,1.6435432436755868,3.6866531882213064e-07,0.00036956895246095805,24,24,53,62,57,57,46,True,False,1.3863657648384204,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),2,1002,1.6429360655148941,1.6431348631085831,3.9520483256542766e-08,0.00012100141804770246,24,24,53,62,57,57,46,True,False,1.3864659084925037,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),3,1003,1.6429360655148941,1.6433535556382934,1.7429800313597203e-07,0.0002541122154187237,24,24,53,62,57,57,46,True,False,1.3863384451444303,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),4,1004,1.6429360655148941,1.6432123964280132,7.635877354521993e-08,0.00016819334538892717,24,24,53,62,57,57,46,True,False,1.3863129500694147,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),5,1005,1.6429360655148941,1.6429094042448427,7.108233207571216e-10,1.6227819579278005e-05,24,24,53,62,57,57,46,True,False,1.386323045394348,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),6,1006,1.6429360655148941,1.642468456773062,2.1865793543775137e-07,0.00028461773507023263,24,24,53,62,57,57,46,True,False,1.3863564052174604,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),7,1007,1.6429360655148941,1.6432826305052928,1.2010729257001334e-07,0.00021094246920073094,24,24,53,62,57,57,46,True,False,1.3863907004814047,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),8,1008,1.6429360655148941,1.6430235545421437,7.654329889069374e-09,5.32516322977627e-05,24,24,53,62,57,57,46,True,False,1.386447105820855,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),9,1009,1.6429360655148941,1.6425711888154444,1.3313500580133176e-07,0.00022208819144485845,24,24,53,61,57,57,46,True,False,1.3863248543032642,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),10,1010,1.6429360655148941,1.6436323432439397,4.848026759648549e-07,0.0004238008670333477,24,24,53,62,57,57,46,True,False,1.3864157506337695,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),11,1011,1.6429360655148941,1.6419582750260293,9.560742401144958e-07,0.0005951482284603555,24,24,53,62,57,57,46,True,False,1.3863924222644164,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),12,1012,1.6429360655148941,1.642955673465635,3.8447173225567756e-10,1.1934701022408238e-05,24,24,53,62,57,57,46,True,False,1.3864828994018628,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),13,1013,1.6429360655148941,1.6425454176544034,1.5260575090596175e-07,0.0002377742315665046,24,24,53,62,57,57,46,True,False,1.386361734980455,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),14,1014,1.6429360655148941,1.643013657131048,6.020458897381784e-09,4.722741059898277e-05,24,24,53,62,57,57,46,True,False,1.3864231221386647,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),15,1015,1.6429360655148941,1.642622563473504,9.828352995571206e-08,0.00019081816266037864,24,24,53,62,57,57,46,True,False,1.3863483170526198,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),16,1016,1.6429360655148941,1.6428138456925008,1.4937684985863143e-08,7.439110076085101e-05,24,24,53,62,57,57,46,True,False,1.3863531839585126,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),17,1017,1.6429360655148941,1.6435250249021731,3.468731598640394e-07,0.00035847979701779056,24,24,53,61,57,57,46,True,False,1.3863778507320885,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),18,1018,1.6429360655148941,1.6430868126913967,2.272471122348838e-08,9.175474302787155e-05,24,24,53,62,57,57,46,True,False,1.3863537183559826,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),19,1019,1.6429360655148941,1.6430595222329099,1.5241561223214044e-08,7.514395758123006e-05,24,24,53,62,57,57,46,True,False,1.3863577815170482,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),20,1020,1.6429360655148941,1.6431906232832685,6.479965743973061e-08,0.0001549407635010889,24,24,53,61,57,57,46,True,False,1.3865108538326414,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),21,1021,1.6429360655148941,1.6431871316020696,6.30341801296213e-08,0.0001528154944342446,24,24,53,62,57,57,46,True,False,1.38635176160346,1,horizon_resolved_stop_at_b=24,160
Power-Law (c=2.0),Sequential Pilot Trust-Region (s=4),22,1022,1.6429360655148941,1.6427928169604684,2.052014834505625e-08,8.719058363407364e-05,24,24,53,62,57,57,46,True,False,1.386377484898677,1,horizon_resolved_stop_at_b=24,160
